id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
6420;"Universität der Künste Berlin";"Das Berliner Startup Stipendium an der UdK - mit Creative Prototyping zum eigenen Unternehmen";"Das Projekt leistet einen Beitrag zur Gründung von Unternehmen durch Personen, die ein innovatives Produkt mittels der angebotenen Qualifizierung zur Marktreife entwickeln wollen, um nachhaltig am Markt bestehen zu können. Die Gründer:innen werden unterstützt durch die Bereitstellung technischer Labore und Räume, Equipment und das betriebswirtschaftliche Know-how. Fachpersonal soll die Gründer:innen in einem begleitenden Coaching mit betriebswirtschaftlichem und technischem Fachwissen unterstützen und begleiten, damit sich die Kompetenz des Gründers/der Gründerin entwickelt und erhöht.";2020-10-01;2021-12-31;707.375;98,91%;7.725;10587;DE300;"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
6423;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR, lfd. Nr. 2";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6426;"ABT gGmbH - Akademie für berufliches Training";"Fachkraft für Wach- und Sicherheitsdienste (ABT-Kurs SFK-20.2)";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-14;2021-05-12;223.932;49,93%;112.112;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6429;"Grone Bildungszentren Berlin gGmbH";"QvB MSA CS";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6432;"wortlaut Sprachwerkstatt UG (haftungsbeschränkt)";"Sozial 2.0 - Dein Wiedereinstieg in den Sozialberuf";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Dieses Projekt gibt Menschen mit und ohne Vorerfahrungen im sozialen Sektor die Möglichkeit, sich im Berufsfeld der Sozialberufe mit professioneller Unterstützung zu orientieren und praktische Erfahrungen zu sammeln. Neben der Erhöhung verschiedener fachlicher und sozialer Kompetenzen sowie der Beschäftigungsfähigkeit der TN, wird gleichzeitig dem Fachkräftemangel im Stadtbezirk in diesem Bereich entgegengewirkt. Im Projekt werden auf lokaler Ebene gezielt Interaktion und Kommunikation zwischen verschiedenen Akteur*innen im Projektumfeld angeregt, um einen interdisziplinären und nachhaltigen Mehrwert für den Bezirk zu schaffen.";2020-10-01;2023-06-30;492.26;50%;135.03;10829;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6435;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR; lfd. Nr. 3";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6438;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR; lfd. Nr. 4";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6441;"A&QUA gGmbH";"Sprache, Orientierung und Ausbildungsreife: Deutsch & Berufsorientierung für junge Migrant*innen";;2020-09-14;2021-06-13;147.201;50%;73.6;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6444;"KHS Kirchhofschmiede gGmbH";"Ausbildungsreife und Schulabschluss: Deine Chance - Deine Zukunft";;2020-08-24;2021-06-30;110.088;50%;55.044;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6447;"D & B Dienstleistung und Bildung Gemeinnützige Gesellschaft mbH";"MSA 24";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-21;2021-07-16;239.928;49,93%;120.12;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6450;"KHS Kirchhofschmiede gGmbH";"Ausbildungsreife und Schulabschluss: Deine Chance - Deine Zukunft";;2020-08-24;2021-06-30;110.088;50%;55.044;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6453;"D & B Dienstleistung und Bildung Gemeinnützige Gesellschaft mbH";"MSA 25";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-21;2021-07-16;239.928;49,93%;120.12;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6456;"Internationaler Bund - IB Berlin-Brandenburg gGmbH";"QvB, MSA JumBO 2020";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-06-30;246.08;49,93%;123.2;12103;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6459;"viadukt GmbH";"Sprache, Orientierung und Ausbildungsreife ""Schritte zum Arbeitsmarkt - Büro und Verwaltung""";;2020-09-21;2021-05-28;55.794;50%;27.897;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6462;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des Mittleren Schulabschlusses 1";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-30;233.776;49,93%;117.04;13359;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6465;"viadukt GmbH";"Mein Weg zum Arbeitsmarkt - Schutz- und Sicherheitsgewerbe";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-21;2021-05-21;101.969;49,93%;51.051;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6468;"ABT gGmbH - Akademie für berufliches Training";"Assistent/-in für Pflege, Betreuung und Alltagsbegleitung (ABT-Kurs PBA/BEA-20.1)";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-21;2021-03-29;92.28;49,93%;46.2;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6471;"KHS Kirchhofschmiede gGmbH";"Schreib's und Sprich's - berufsbezogene Sprachförderung und Orientierung zur Herstellung der Ausbildungsreife";;2020-08-31;2021-03-03;62.55;50%;31.275;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6474;"BTB Bildungszentrum GmbH";"Schritt für Schritt - Grundbildung für den deutschen Arbeitsmarkt                (QvB_GB_DaZ_2-20)";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-23;2021-04-30;108.275;49,93%;54.208;10178;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6477;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-10;206.661;49,93%;103.464;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6480;"A&QUA gGmbH";"Erziehung, Pflege & Soziales + Deutsch";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-21;2021-05-20;183.791;49,93%;92.015;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6483;"Bulusma ve Danisma Yeri türk kadinlar icin - Treff- und Informationsort für türkische Frauen e. V.";"T Q 2: Schulabschluss";"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.
Vorbereitung auf die externe Nichtschülerprüfung Berufsbildungsreife und / oder erweiterte Berufsbildungsreife beantragt. Ziel: Mindestens 16 Teilnehmerinnen erwerben das schulische Allgemeinwissen bis zur 9./10.Klasse Integrierte Sekundarschule des Landes Berlin und bereiten sich auf die externen Schulabschlussprüfungen vor.";2020-10-01;2021-12-31;697.316;50%;348.658;12053;DE300;"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
6486;"Kreativwerkstatt digitale Medien UG (haftungsbeschränkt)";"Digitize your Skillz - Neue Arbeitswelten";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen. 
  Im Projekt ""Digitize your Skillz"" werden arbeitsmarktferne Menschen unterstützt, neue berufliche und soziale Wege einzuschlagen. Sie erweitern ihre sozialen Kompetenzen auf verschiedenen Ebenen. Die Teilnehmer*innen erhalten durch den Workshop einen fundierten Über- und Einblick in die zukünftige digitalisierte Arbeitswelt.  
  In der Gruppe erfahren sie die gemeinsame Entwicklung eines Projektes und werden außerdem darin bestärkt, Kommunikationsängste zu überwinden und lernen, sich gestalterisch mit zukunftsfähigen Mitteln zu artikulieren und zu präsentieren. Wir möchte sie befähigen, in allen Bereichen eines Projektes (Prototyp, Programmierung, Content, Design, Vermarktung) mitreden zu können.  
  Während der Umsetzung der Praxisblöcke sollen die Fachkompetenzen dahingehend entwickelt werden, dass die Teilnehmer*innen selbstständig die Grundelemente des Marketings auf berufliche Situationen anwenden können.";2020-10-01;2023-09-30;499.883;50%;124.97;10827;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6489;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-10;229.623;49,93%;114.961;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6492;"Comhard Ges. f. Bildung und Personalentwicklung mbH";"MADAME digital";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen. Im Projekt ""Madame Digital"" erhalten interessierte Frauen konkrete Unterstützungsangebote, um einen erfolgreichen Einstieg in die bislang männerdominierte IT-Branche zu finden. Neben Qualifizierungsmodulen inkl. E-Learing-Anteilen arbeiten die Teilnehmenden aktiv an Projekten mit und offene Workshops stehen für individuelle Bedarfe zur Verfügung. Während des Projektdurchlaufs gibt es durchgängig ein Coaching-Angebot, welches in Einzel- und Gruppen-Settings stattfinden kann. Mit dem Eintritt in das Projekt werden individuell mit Hilfe eines Coaches und der Mitarbeiter/innen im Projekt die passenden Angebote und Formate ausgewählt und es entsteht ein ganz persönliches Programm. Der Einstieg ins Projekt kann jederzeit erfolgen, das Programm kann jederzeit entsprechend dem Fortschritt, der Wünsche und Ziele während der Teilnahmezeit angepasst werden. Die durchschnittliche Verweildauer ist mit 16 Wochen angesetzt, kann aber individuell dem Bedarf der Teilbehmer*innen angepasst werden.";2020-11-01;2023-07-31;498.88;50%;124.72;10367;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6495;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des Mittleren Schulabschlusses 2";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-14;2021-06-30;223.932;49,93%;112.112;13359;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6498;"KHS Kirchhofschmiede gGmbH";"Fit für Sozial- und Gesundheitsberufe - mit berufsbezogener Sprachförderung";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-10-05;2021-06-04;149.186;49,93%;74.69;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
